timestamp,participant_id,participant_type,submission_type,submissions_received,submissions_processed,backlog_size,processing_latency_minutes,validation_failure_count,retry_count,service_run_type,forecast_submissions,actual_submissions,service_level_deadline_minutes,downstream_settlement_risk_flag,demo_capacity_per_hour,priority_class,settlement_critical_indicator,payment_critical_indicator,net_queue_growth,forecast_error_pct,risk_state
2026-01-02T06:00,SYN-VLP-02,VLP,new AMSID Pair,1,1,0,6.4,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T06:00,SYN-VLP-02,VLP,historic resubmission,1,1,0,7.8,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T06:00,SYN-VTP-02,VTP,new MSID Pair,1,1,0,7.7,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T06:00,SYN-VTP-02,VTP,new AMSID Pair,1,1,0,6.8,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T06:00,SYN-VTP-02,VTP,historic resubmission,1,1,0,8.0,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T06:00,SYN-SUP-01,Supplier,new MSID Pair,0,0,0,8.4,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T06:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,6.2,0,0,registration,0,0,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T06:00,SYN-SUP-01,Supplier,historic resubmission,2,2,0,5.4,0,0,registration,1,2,120,0,20,standard,0,0,0,100.0,Normal
2026-01-02T07:00,SYN-VLP-01,VLP,new MSID Pair,1,1,0,6.1,0,0,registration,3,1,120,0,20,priority,1,1,0,-66.67,Normal
2026-01-02T07:00,SYN-VLP-01,VLP,new AMSID Pair,1,1,0,7.4,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T07:00,SYN-VLP-01,VLP,historic resubmission,0,0,0,7.0,0,0,registration,1,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T07:00,SYN-VTP-01,VTP,new MSID Pair,2,2,0,5.2,0,0,registration,2,2,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T07:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,6.5,0,0,registration,3,2,120,0,20,priority,1,0,0,-33.33,Normal
2026-01-02T07:00,SYN-VTP-01,VTP,historic resubmission,0,0,0,6.9,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T07:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,7.4,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T07:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,3,3,0,8.6,0,0,registration,3,3,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T07:00,SYN-AMVLP-01,AMVLP,historic resubmission,0,0,0,6.0,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T07:00,SYN-VLP-02,VLP,new MSID Pair,0,0,0,5.1,0,0,registration,2,0,120,0,20,priority,1,1,0,-100.0,Normal
2026-01-02T07:00,SYN-VLP-02,VLP,new AMSID Pair,0,0,0,8.6,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T07:00,SYN-VLP-02,VLP,historic resubmission,0,0,0,8.1,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T07:00,SYN-VTP-02,VTP,new MSID Pair,0,0,0,8.5,0,0,registration,1,0,120,0,20,priority,1,1,0,-100.0,Normal
2026-01-02T07:00,SYN-VTP-02,VTP,new AMSID Pair,1,1,0,7.2,0,0,registration,2,1,120,0,20,priority,1,0,0,-50.0,Normal
2026-01-02T07:00,SYN-VTP-02,VTP,historic resubmission,1,1,0,6.1,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T07:00,SYN-SUP-01,Supplier,new MSID Pair,0,0,0,6.2,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T07:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,8.5,0,0,registration,0,0,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T07:00,SYN-SUP-01,Supplier,historic resubmission,0,0,0,5.5,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T08:00,SYN-VLP-01,VLP,new MSID Pair,3,3,0,5.2,0,0,registration,3,3,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T08:00,SYN-VLP-01,VLP,new AMSID Pair,1,1,0,6.6,0,0,registration,0,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T08:00,SYN-VLP-01,VLP,historic resubmission,0,0,0,5.5,0,0,registration,1,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T08:00,SYN-VTP-01,VTP,new MSID Pair,1,1,0,7.0,0,0,registration,2,1,120,0,20,priority,1,1,0,-50.0,Normal
2026-01-02T08:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,6.5,0,0,registration,2,2,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T08:00,SYN-VTP-01,VTP,historic resubmission,0,0,0,7.3,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T08:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,8.0,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T08:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,2,2,0,5.6,0,0,registration,1,2,120,0,20,priority,1,0,0,100.0,Normal
2026-01-02T08:00,SYN-AMVLP-01,AMVLP,historic resubmission,0,0,0,5.3,0,0,registration,1,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T08:00,SYN-VLP-02,VLP,new MSID Pair,2,2,0,6.7,0,0,registration,2,2,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T08:00,SYN-VLP-02,VLP,new AMSID Pair,0,0,0,5.4,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T08:00,SYN-VLP-02,VLP,historic resubmission,0,0,0,6.5,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T08:00,SYN-VTP-02,VTP,new MSID Pair,0,0,0,8.9,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T08:00,SYN-VTP-02,VTP,new AMSID Pair,1,1,0,8.1,0,0,registration,2,1,120,0,20,priority,1,0,0,-50.0,Normal
2026-01-02T08:00,SYN-VTP-02,VTP,historic resubmission,0,0,0,6.3,0,0,registration,2,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T08:00,SYN-SUP-01,Supplier,new MSID Pair,0,0,0,6.4,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T08:00,SYN-SUP-01,Supplier,new AMSID Pair,1,1,0,7.4,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T08:00,SYN-SUP-01,Supplier,historic resubmission,0,0,0,5.5,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T09:00,SYN-VLP-01,VLP,new MSID Pair,3,3,0,5.9,0,0,registration,3,3,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T09:00,SYN-VLP-01,VLP,new AMSID Pair,0,0,0,7.2,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T09:00,SYN-VLP-01,VLP,historic resubmission,0,0,0,8.8,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T09:00,SYN-VTP-01,VTP,new MSID Pair,1,1,0,5.2,0,0,registration,0,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T09:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,8.1,0,0,registration,1,2,120,0,20,priority,1,0,0,100.0,Normal
2026-01-02T09:00,SYN-VTP-01,VTP,historic resubmission,0,0,0,8.3,0,0,registration,2,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T09:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,6.9,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T09:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,2,2,0,7.3,0,0,registration,3,2,120,0,20,priority,1,0,0,-33.33,Normal
2026-01-02T09:00,SYN-AMVLP-01,AMVLP,historic resubmission,0,0,0,8.6,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T09:00,SYN-VLP-02,VLP,new MSID Pair,1,1,0,6.1,1,1,registration,2,1,120,0,20,priority,1,1,0,-50.0,Normal
2026-01-02T09:00,SYN-VLP-02,VLP,new AMSID Pair,0,0,0,5.7,0,0,registration,0,0,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T09:00,SYN-VLP-02,VLP,historic resubmission,1,1,0,8.0,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T09:00,SYN-VTP-02,VTP,new MSID Pair,2,2,0,8.9,0,0,registration,1,2,120,0,20,priority,1,1,0,100.0,Normal
2026-01-02T09:00,SYN-VTP-02,VTP,new AMSID Pair,3,3,0,6.1,0,0,registration,1,3,120,0,20,priority,1,0,0,200.0,Normal
2026-01-02T09:00,SYN-VTP-02,VTP,historic resubmission,1,1,0,7.9,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T09:00,SYN-SUP-01,Supplier,new MSID Pair,0,0,0,5.8,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T09:00,SYN-SUP-01,Supplier,new AMSID Pair,1,1,0,6.3,0,0,registration,0,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T09:00,SYN-SUP-01,Supplier,historic resubmission,1,1,0,7.9,0,0,registration,2,1,120,0,20,standard,0,0,0,-50.0,Normal
2026-01-02T10:00,SYN-VLP-01,VLP,new MSID Pair,3,3,0,6.3,0,0,registration,4,3,120,0,20,priority,1,1,0,-25.0,Normal
2026-01-02T10:00,SYN-VLP-01,VLP,new AMSID Pair,1,1,0,5.4,0,0,registration,0,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T10:00,SYN-VLP-01,VLP,historic resubmission,0,0,0,8.2,0,0,registration,1,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T10:00,SYN-VTP-01,VTP,new MSID Pair,2,2,0,8.7,0,0,registration,2,2,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T10:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,6.4,0,0,registration,3,2,120,0,20,priority,1,0,0,-33.33,Normal
2026-01-02T10:00,SYN-VTP-01,VTP,historic resubmission,1,1,0,6.9,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T10:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,8.0,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T10:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,2,2,0,6.6,0,0,registration,5,2,120,0,20,priority,1,0,0,-60.0,Normal
2026-01-02T10:00,SYN-AMVLP-01,AMVLP,historic resubmission,1,1,0,7.2,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T10:00,SYN-VLP-02,VLP,new MSID Pair,3,3,0,5.6,0,0,registration,3,3,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T10:00,SYN-VLP-02,VLP,new AMSID Pair,0,0,0,5.8,0,0,registration,0,0,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T10:00,SYN-VLP-02,VLP,historic resubmission,2,1,1,5.3,0,0,registration,1,2,120,0,20,standard,0,0,1,100.0,Normal
2026-01-02T10:00,SYN-VTP-02,VTP,new MSID Pair,0,0,0,5.3,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T10:00,SYN-VTP-02,VTP,new AMSID Pair,1,1,0,7.4,0,0,registration,2,1,120,0,20,priority,1,0,0,-50.0,Normal
2026-01-02T10:00,SYN-VTP-02,VTP,historic resubmission,0,0,0,7.9,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T10:00,SYN-SUP-01,Supplier,new MSID Pair,1,1,0,5.9,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T10:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,5.5,0,0,registration,0,0,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T10:00,SYN-SUP-01,Supplier,historic resubmission,2,2,0,7.9,0,0,registration,1,2,120,0,20,standard,0,0,0,100.0,Normal
2026-01-02T11:00,SYN-VLP-01,VLP,new MSID Pair,4,3,1,5.1,0,0,registration,4,4,120,0,20,priority,1,1,1,0.0,Normal
2026-01-02T11:00,SYN-VLP-01,VLP,new AMSID Pair,2,2,0,7.3,0,0,registration,0,2,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T11:00,SYN-VLP-01,VLP,historic resubmission,0,0,0,7.4,0,0,registration,2,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T11:00,SYN-VTP-01,VTP,new MSID Pair,2,2,0,7.5,0,0,registration,0,2,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T11:00,SYN-VTP-01,VTP,new AMSID Pair,1,1,0,8.8,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T11:00,SYN-VTP-01,VTP,historic resubmission,1,0,1,8.9,0,0,registration,1,1,120,0,20,standard,0,0,1,0.0,Normal
2026-01-02T11:00,SYN-AMVLP-01,AMVLP,new MSID Pair,1,1,0,7.8,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T11:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,4,3,1,5.6,0,0,registration,3,4,120,0,20,priority,1,0,1,33.33,Normal
2026-01-02T11:00,SYN-AMVLP-01,AMVLP,historic resubmission,1,0,1,5.5,0,0,registration,0,1,120,0,20,standard,0,0,1,0.0,Normal
2026-01-02T11:00,SYN-VLP-02,VLP,new MSID Pair,3,3,0,8.6,0,0,registration,1,3,120,0,20,priority,1,1,0,200.0,Normal
2026-01-02T11:00,SYN-VLP-02,VLP,new AMSID Pair,0,0,0,6.2,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T11:00,SYN-VLP-02,VLP,historic resubmission,1,1,1,7.2,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T11:00,SYN-VTP-02,VTP,new MSID Pair,0,0,0,6.1,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T11:00,SYN-VTP-02,VTP,new AMSID Pair,3,3,0,6.6,0,0,registration,2,3,120,0,20,priority,1,0,0,50.0,Normal
2026-01-02T11:00,SYN-VTP-02,VTP,historic resubmission,1,0,1,5.6,0,0,registration,1,1,120,0,20,standard,0,0,1,0.0,Normal
2026-01-02T11:00,SYN-SUP-01,Supplier,new MSID Pair,1,1,0,7.9,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T11:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,5.2,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T11:00,SYN-SUP-01,Supplier,historic resubmission,1,0,1,8.0,0,0,registration,1,1,120,0,20,standard,0,0,1,0.0,Normal
2026-01-02T12:00,SYN-VLP-01,VLP,new MSID Pair,5,5,1,8.3,0,0,registration,3,5,120,0,20,priority,1,1,0,66.67,Normal
2026-01-02T12:00,SYN-VLP-01,VLP,new AMSID Pair,0,0,0,9.3,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T12:00,SYN-VLP-01,VLP,historic resubmission,1,0,1,8.2,0,0,registration,1,1,120,0,20,standard,0,0,1,0.0,Normal
2026-01-02T12:00,SYN-VTP-01,VTP,new MSID Pair,1,1,0,8.8,1,2,registration,2,1,120,0,20,priority,1,1,0,-50.0,Normal
2026-01-02T12:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,7.6,0,0,registration,2,2,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T12:00,SYN-VTP-01,VTP,historic resubmission,0,0,1,5.9,0,0,registration,1,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T12:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,6.6,0,0,registration,1,0,120,0,20,priority,1,1,0,-100.0,Normal
2026-01-02T12:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,4,4,1,7.0,0,0,registration,3,4,120,0,20,priority,1,0,0,33.33,Normal
2026-01-02T12:00,SYN-AMVLP-01,AMVLP,historic resubmission,1,1,1,6.5,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T12:00,SYN-VLP-02,VLP,new MSID Pair,2,1,1,7.4,0,0,registration,3,2,120,0,20,priority,1,1,1,-33.33,Normal
2026-01-02T12:00,SYN-VLP-02,VLP,new AMSID Pair,1,1,0,8.3,1,1,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T12:00,SYN-VLP-02,VLP,historic resubmission,1,1,1,6.1,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T12:00,SYN-VTP-02,VTP,new MSID Pair,0,0,0,7.6,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T12:00,SYN-VTP-02,VTP,new AMSID Pair,1,1,0,7.0,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T12:00,SYN-VTP-02,VTP,historic resubmission,1,1,1,7.8,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T12:00,SYN-SUP-01,Supplier,new MSID Pair,1,1,0,5.9,0,0,registration,0,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T12:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,8.4,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T12:00,SYN-SUP-01,Supplier,historic resubmission,2,1,2,8.1,0,0,registration,1,2,120,0,20,standard,0,0,1,100.0,Normal
2026-01-02T13:00,SYN-VLP-01,VLP,new MSID Pair,4,4,1,7.6,0,0,registration,4,4,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T13:00,SYN-VLP-01,VLP,new AMSID Pair,1,1,0,5.8,0,0,registration,0,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T13:00,SYN-VLP-01,VLP,historic resubmission,0,0,1,5.8,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T13:00,SYN-VTP-01,VTP,new MSID Pair,0,0,0,6.7,0,0,registration,1,0,120,0,20,priority,1,1,0,-100.0,Normal
2026-01-02T13:00,SYN-VTP-01,VTP,new AMSID Pair,0,0,0,6.4,0,0,registration,2,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T13:00,SYN-VTP-01,VTP,historic resubmission,1,1,1,9.3,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T13:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,6.5,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T13:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,4,4,1,9.7,0,1,registration,4,4,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T13:00,SYN-AMVLP-01,AMVLP,historic resubmission,0,0,1,8.5,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T13:00,SYN-VLP-02,VLP,new MSID Pair,2,2,1,8.8,0,0,registration,2,2,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T13:00,SYN-VLP-02,VLP,new AMSID Pair,1,1,0,6.3,0,1,registration,2,1,120,0,20,priority,1,0,0,-50.0,Normal
2026-01-02T13:00,SYN-VLP-02,VLP,historic resubmission,0,0,1,7.7,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T13:00,SYN-VTP-02,VTP,new MSID Pair,2,1,1,5.9,0,0,registration,1,2,120,0,20,priority,1,1,1,100.0,Normal
2026-01-02T13:00,SYN-VTP-02,VTP,new AMSID Pair,3,2,1,7.4,0,0,registration,2,3,120,0,20,priority,1,0,1,50.0,Normal
2026-01-02T13:00,SYN-VTP-02,VTP,historic resubmission,2,1,2,6.4,0,0,registration,0,2,120,0,20,standard,0,0,1,0.0,Normal
2026-01-02T13:00,SYN-SUP-01,Supplier,new MSID Pair,1,1,0,8.4,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T13:00,SYN-SUP-01,Supplier,new AMSID Pair,1,1,0,9.1,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T13:00,SYN-SUP-01,Supplier,historic resubmission,2,1,3,6.4,0,0,registration,1,2,120,0,20,standard,0,0,1,100.0,Normal
2026-01-02T14:00,SYN-VLP-01,VLP,new MSID Pair,1,1,1,8.0,0,0,registration,3,1,120,0,20,priority,1,1,0,-66.67,Normal
2026-01-02T14:00,SYN-VLP-01,VLP,new AMSID Pair,0,0,0,6.7,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T14:00,SYN-VLP-01,VLP,historic resubmission,0,0,1,9.8,0,0,registration,1,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T14:00,SYN-VTP-01,VTP,new MSID Pair,2,2,0,7.9,0,0,registration,1,2,120,0,20,priority,1,1,0,100.0,Normal
2026-01-02T14:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,9.3,0,0,registration,1,2,120,0,20,priority,1,0,0,100.0,Normal
2026-01-02T14:00,SYN-VTP-01,VTP,historic resubmission,0,0,1,8.9,0,0,registration,2,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T14:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,8.8,0,0,registration,1,0,120,0,20,priority,1,1,0,-100.0,Normal
2026-01-02T14:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,3,3,1,7.6,0,0,registration,3,3,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T14:00,SYN-AMVLP-01,AMVLP,historic resubmission,1,1,1,8.5,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T14:00,SYN-VLP-02,VLP,new MSID Pair,2,2,1,6.8,0,0,registration,2,2,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T14:00,SYN-VLP-02,VLP,new AMSID Pair,2,2,0,9.9,0,0,registration,1,2,120,0,20,priority,1,0,0,100.0,Normal
2026-01-02T14:00,SYN-VLP-02,VLP,historic resubmission,1,1,1,7.8,0,0,registration,2,1,120,0,20,standard,0,0,0,-50.0,Normal
2026-01-02T14:00,SYN-VTP-02,VTP,new MSID Pair,1,2,0,6.3,0,0,registration,1,1,120,0,20,priority,1,1,-1,0.0,Normal
2026-01-02T14:00,SYN-VTP-02,VTP,new AMSID Pair,1,1,1,7.3,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T14:00,SYN-VTP-02,VTP,historic resubmission,0,1,1,7.5,0,0,registration,2,0,120,0,20,standard,0,0,-1,-100.0,Normal
2026-01-02T14:00,SYN-SUP-01,Supplier,new MSID Pair,1,1,0,6.4,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T14:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,8.1,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T14:00,SYN-SUP-01,Supplier,historic resubmission,1,1,3,7.1,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T15:00,SYN-VLP-01,VLP,new MSID Pair,1,2,0,9.4,0,0,registration,3,1,120,0,20,priority,1,1,-1,-66.67,Normal
2026-01-02T15:00,SYN-VLP-01,VLP,new AMSID Pair,1,1,0,8.3,0,0,registration,0,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T15:00,SYN-VLP-01,VLP,historic resubmission,0,0,1,7.4,0,0,registration,2,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T15:00,SYN-VTP-01,VTP,new MSID Pair,1,1,0,8.5,0,0,registration,1,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T15:00,SYN-VTP-01,VTP,new AMSID Pair,2,2,0,6.8,0,0,registration,1,2,120,0,20,priority,1,0,0,100.0,Normal
2026-01-02T15:00,SYN-VTP-01,VTP,historic resubmission,0,0,1,8.7,0,0,registration,2,0,120,0,20,standard,0,0,0,-100.0,Normal
2026-01-02T15:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,6.6,0,0,registration,0,0,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T15:00,SYN-AMVLP-01,AMVLP,new AMSID Pair,2,3,0,6.8,0,0,registration,5,2,120,0,20,priority,1,0,-1,-60.0,Normal
2026-01-02T15:00,SYN-AMVLP-01,AMVLP,historic resubmission,0,0,1,6.1,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T15:00,SYN-VLP-02,VLP,new MSID Pair,1,2,0,9.0,0,0,registration,2,1,120,0,20,priority,1,1,-1,-50.0,Normal
2026-01-02T15:00,SYN-VLP-02,VLP,new AMSID Pair,1,1,0,8.7,0,0,registration,0,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T15:00,SYN-VLP-02,VLP,historic resubmission,1,1,1,9.7,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T15:00,SYN-VTP-02,VTP,new MSID Pair,0,0,0,7.7,0,0,registration,2,0,120,0,20,priority,1,1,0,-100.0,Normal
2026-01-02T15:00,SYN-VTP-02,VTP,new AMSID Pair,2,3,0,8.0,0,0,registration,1,2,120,0,20,priority,1,0,-1,100.0,Normal
2026-01-02T15:00,SYN-VTP-02,VTP,historic resubmission,1,1,1,7.2,0,0,registration,1,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T15:00,SYN-SUP-01,Supplier,new MSID Pair,1,1,0,9.5,0,0,registration,0,1,120,0,20,priority,1,1,0,0.0,Normal
2026-01-02T15:00,SYN-SUP-01,Supplier,new AMSID Pair,0,0,0,7.3,0,0,registration,1,0,120,0,20,priority,1,0,0,-100.0,Normal
2026-01-02T15:00,SYN-SUP-01,Supplier,historic resubmission,2,2,3,8.3,0,0,registration,2,2,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T16:00,SYN-VLP-01,VLP,new MSID Pair,3,2,1,6.3,0,0,registration,4,3,120,0,20,priority,1,1,1,-25.0,Normal
2026-01-02T16:00,SYN-VLP-01,VLP,new AMSID Pair,1,1,0,8.7,0,0,registration,1,1,120,0,20,priority,1,0,0,0.0,Normal
2026-01-02T16:00,SYN-VLP-01,VLP,historic resubmission,0,0,1,8.8,0,0,registration,0,0,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T16:00,SYN-VTP-01,VTP,new MSID Pair,2,2,0,8.4,0,0,registration,1,2,120,0,20,priority,1,1,0,100.0,Normal
2026-01-02T16:00,SYN-VTP-01,VTP,new AMSID Pair,3,3,0,6.1,1,1,registration,1,3,120,0,20,priority,1,0,0,200.0,Normal
2026-01-02T16:00,SYN-VTP-01,VTP,historic resubmission,1,1,1,9.0,0,0,registration,0,1,120,0,20,standard,0,0,0,0.0,Normal
2026-01-02T16:00,SYN-AMVLP-01,AMVLP,new MSID Pair,0,0,0,6.0,0,0,registration,1,0,120,0,20,priority,1,1,0,-100.0,Normal
